duplicate_group_id,row_ids,group_size,assigned_split,leakage_detected,image_paths_exist,notes
singleton_1831,[1831],1,Train,False,True,All paths resolved
singleton_371,[371],1,Train,False,True,All paths resolved
singleton_2740,[2740],1,Test,False,True,All paths resolved
singleton_3043,[3043],1,Train,False,True,All paths resolved
singleton_3224,[3224],1,Train,False,True,All paths resolved
singleton_1839,[1839],1,Test,False,True,All paths resolved
singleton_2088,[2088],1,Train,False,True,All paths resolved
singleton_2471,[2471],1,Train,False,True,All paths resolved
singleton_2359,[2359],1,Test,False,True,All paths resolved
singleton_429,[429],1,Test,False,True,All paths resolved
singleton_2592,[2592],1,Train,False,True,All paths resolved
singleton_830,[830],1,Train,False,True,All paths resolved
singleton_970,[970],1,Test,False,True,All paths resolved
singleton_715,[715],1,Train,False,True,All paths resolved
singleton_2280,[2280],1,Test,False,True,All paths resolved
singleton_1106,[1106],1,Train,False,True,All paths resolved
dup_group_27,"[934, 2046]",2,Train,False,True,All paths resolved
singleton_210,[210],1,Val,False,True,All paths resolved
singleton_1256,[1256],1,Val,False,True,All paths resolved
singleton_1889,[1889],1,Train,False,True,All paths resolved
dup_group_260,"[3006, 3056]",2,Test,False,True,All paths resolved
singleton_2723,[2723],1,Train,False,True,All paths resolved
dup_group_54,"[1716, 2616]",2,Train,False,True,All paths resolved
singleton_173,[173],1,Train,False,True,All paths resolved
singleton_2328,[2328],1,Train,False,True,All paths resolved
singleton_1525,[1525],1,Train,False,True,All paths resolved
dup_group_104,"[1773, 3118]",2,Train,False,True,All paths resolved
singleton_702,[702],1,Test,False,True,All paths resolved
singleton_2168,[2168],1,Train,False,True,All paths resolved
singleton_1500,[1500],1,Train,False,True,All paths resolved
singleton_1286,[1286],1,Train,False,True,All paths resolved
singleton_1404,[1404],1,Train,False,True,All paths resolved
singleton_3527,[3527],1,Train,False,True,All paths resolved
singleton_3620,[3620],1,Test,False,True,All paths resolved
singleton_333,[333],1,Train,False,True,All paths resolved
singleton_2788,[2788],1,Test,False,True,All paths resolved
singleton_3167,[3167],1,Test,False,True,All paths resolved
singleton_3287,[3287],1,Val,False,True,All paths resolved
singleton_928,[928],1,Train,False,True,All paths resolved
singleton_71,[71],1,Train,False,True,All paths resolved
singleton_2442,[2442],1,Train,False,True,All paths resolved
singleton_55,[55],1,Val,False,True,All paths resolved
singleton_64,[64],1,Train,False,True,All paths resolved
singleton_850,[850],1,Train,False,True,All paths resolved
dup_group_181,"[2414, 3329]",2,Train,False,True,All paths resolved
singleton_2904,[2904],1,Train,False,True,All paths resolved
singleton_760,[760],1,Train,False,True,All paths resolved
singleton_3106,[3106],1,Train,False,True,All paths resolved
singleton_1268,[1268],1,Test,False,True,All paths resolved
singleton_1298,[1298],1,Train,False,True,All paths resolved
singleton_232,[232],1,Train,False,True,All paths resolved
singleton_2304,[2304],1,Train,False,True,All paths resolved
singleton_923,[923],1,Train,False,True,All paths resolved
singleton_69,[69],1,Train,False,True,All paths resolved
singleton_423,[423],1,Test,False,True,All paths resolved
singleton_1237,[1237],1,Test,False,True,All paths resolved
singleton_2537,[2537],1,Val,False,True,All paths resolved
singleton_3425,[3425],1,Train,False,True,All paths resolved
singleton_1072,[1072],1,Train,False,True,All paths resolved
singleton_1487,[1487],1,Train,False,True,All paths resolved
singleton_1696,[1696],1,Test,False,True,All paths resolved
singleton_2101,[2101],1,Train,False,True,All paths resolved
singleton_2994,[2994],1,Train,False,True,All paths resolved
singleton_2472,[2472],1,Train,False,True,All paths resolved
singleton_320,[320],1,Train,False,True,All paths resolved
singleton_1392,[1392],1,Test,False,True,All paths resolved
singleton_3411,[3411],1,Val,False,True,All paths resolved
singleton_1403,[1403],1,Train,False,True,All paths resolved
singleton_225,[225],1,Train,False,True,All paths resolved
singleton_668,[668],1,Test,False,True,All paths resolved
singleton_1851,[1851],1,Train,False,True,All paths resolved
singleton_2621,[2621],1,Test,False,True,All paths resolved
singleton_328,[328],1,Train,False,True,All paths resolved
singleton_1167,[1167],1,Train,False,True,All paths resolved
singleton_3515,[3515],1,Test,False,True,All paths resolved
singleton_2372,[2372],1,Train,False,True,All paths resolved
singleton_2538,[2538],1,Val,False,True,All paths resolved
singleton_3080,[3080],1,Test,False,True,All paths resolved
singleton_3690,[3690],1,Train,False,True,All paths resolved
singleton_2292,[2292],1,Train,False,True,All paths resolved
singleton_329,[329],1,Train,False,True,All paths resolved
singleton_51,[51],1,Train,False,True,All paths resolved
singleton_178,[178],1,Train,False,True,All paths resolved
singleton_2161,[2161],1,Train,False,True,All paths resolved
singleton_2662,[2662],1,Train,False,True,All paths resolved
singleton_2979,[2979],1,Train,False,True,All paths resolved
dup_group_159,"[2392, 3307]",2,Train,False,True,All paths resolved
singleton_3700,[3700],1,Val,False,True,All paths resolved
singleton_799,[799],1,Val,False,True,All paths resolved
singleton_2832,[2832],1,Train,False,True,All paths resolved
singleton_695,[695],1,Test,False,True,All paths resolved
singleton_352,[352],1,Train,False,True,All paths resolved
singleton_2073,[2073],1,Train,False,True,All paths resolved
singleton_2663,[2663],1,Train,False,True,All paths resolved
singleton_2764,[2764],1,Train,False,True,All paths resolved
singleton_2840,[2840],1,Train,False,True,All paths resolved
singleton_1287,[1287],1,Test,False,True,All paths resolved
singleton_1359,[1359],1,Train,False,True,All paths resolved
dup_group_234,"[2914, 3250]",2,Train,False,True,All paths resolved
singleton_2463,[2463],1,Train,False,True,All paths resolved
dup_group_76,"[1742, 2642]",2,Val,False,True,All paths resolved
singleton_1857,[1857],1,Val,False,True,All paths resolved
singleton_2239,[2239],1,Train,False,True,All paths resolved
singleton_2013,[2013],1,Train,False,True,All paths resolved
singleton_348,[348],1,Train,False,True,All paths resolved
singleton_28,[28],1,Test,False,True,All paths resolved
singleton_1506,[1506],1,Train,False,True,All paths resolved
singleton_3607,[3607],1,Test,False,True,All paths resolved
singleton_727,[727],1,Train,False,True,All paths resolved
singleton_1672,[1672],1,Train,False,True,All paths resolved
singleton_327,[327],1,Train,False,True,All paths resolved
singleton_621,[621],1,Train,False,True,All paths resolved
singleton_1549,[1549],1,Train,False,True,All paths resolved
singleton_2147,[2147],1,Train,False,True,All paths resolved
singleton_1848,[1848],1,Test,False,True,All paths resolved
singleton_1569,[1569],1,Test,False,True,All paths resolved
singleton_2441,[2441],1,Train,False,True,All paths resolved
singleton_2622,[2622],1,Train,False,True,All paths resolved
singleton_631,[631],1,Train,False,True,All paths resolved
singleton_2053,[2053],1,Train,False,True,All paths resolved
singleton_2238,[2238],1,Train,False,True,All paths resolved
singleton_3666,[3666],1,Val,False,True,All paths resolved
singleton_554,[554],1,Train,False,True,All paths resolved
singleton_1228,[1228],1,Test,False,True,All paths resolved
singleton_1906,[1906],1,Test,False,True,All paths resolved
singleton_1149,[1149],1,Test,False,True,All paths resolved
singleton_2173,[2173],1,Train,False,True,All paths resolved
singleton_2476,[2476],1,Val,False,True,All paths resolved
singleton_2790,[2790],1,Train,False,True,All paths resolved
dup_group_258,"[3004, 3054]",2,Test,False,True,All paths resolved
singleton_1066,[1066],1,Train,False,True,All paths resolved
singleton_48,[48],1,Train,False,True,All paths resolved
singleton_273,[273],1,Train,False,True,All paths resolved
singleton_1528,[1528],1,Train,False,True,All paths resolved
singleton_1459,[1459],1,Train,False,True,All paths resolved
singleton_2028,[2028],1,Test,False,True,All paths resolved
singleton_1173,[1173],1,Val,False,True,All paths resolved
singleton_1305,[1305],1,Test,False,True,All paths resolved
singleton_323,[323],1,Val,False,True,All paths resolved
singleton_362,[362],1,Val,False,True,All paths resolved
singleton_663,[663],1,Train,False,True,All paths resolved
singleton_3511,[3511],1,Train,False,True,All paths resolved
singleton_2179,[2179],1,Train,False,True,All paths resolved
singleton_1185,[1185],1,Train,False,True,All paths resolved
singleton_2049,[2049],1,Train,False,True,All paths resolved
singleton_2195,[2195],1,Train,False,True,All paths resolved
singleton_33,[33],1,Test,False,True,All paths resolved
singleton_660,[660],1,Val,False,True,All paths resolved
singleton_2388,[2388],1,Test,False,True,All paths resolved
singleton_1329,[1329],1,Train,False,True,All paths resolved
singleton_2704,[2704],1,Train,False,True,All paths resolved
dup_group_147,"[1829, 3171]",2,Train,False,True,All paths resolved
singleton_1994,[1994],1,Train,False,True,All paths resolved
singleton_1222,[1222],1,Train,False,True,All paths resolved
singleton_2838,[2838],1,Train,False,True,All paths resolved
singleton_245,[245],1,Train,False,True,All paths resolved
singleton_1421,[1421],1,Train,False,True,All paths resolved
singleton_2964,[2964],1,Train,False,True,All paths resolved
singleton_2444,[2444],1,Train,False,True,All paths resolved
singleton_288,[288],1,Train,False,True,All paths resolved
dup_group_233,"[2913, 3249]",2,Train,False,True,All paths resolved
singleton_3260,[3260],1,Train,False,True,All paths resolved
singleton_2350,[2350],1,Train,False,True,All paths resolved
singleton_635,[635],1,Test,False,True,All paths resolved
dup_group_135,"[1815, 3156]",2,Val,False,True,All paths resolved
singleton_1233,[1233],1,Train,False,True,All paths resolved
singleton_791,[791],1,Test,False,True,All paths resolved
singleton_1645,[1645],1,Train,False,True,All paths resolved
singleton_3406,[3406],1,Train,False,True,All paths resolved
singleton_807,[807],1,Train,False,True,All paths resolved
singleton_3746,[3746],1,Test,False,True,All paths resolved
singleton_3108,[3108],1,Train,False,True,All paths resolved
singleton_944,[944],1,Train,False,True,All paths resolved
singleton_2134,[2134],1,Test,False,True,All paths resolved
singleton_2186,[2186],1,Train,False,True,All paths resolved
singleton_3598,[3598],1,Train,False,True,All paths resolved
singleton_2169,[2169],1,Train,False,True,All paths resolved
singleton_485,[485],1,Train,False,True,All paths resolved
singleton_1415,[1415],1,Test,False,True,All paths resolved
singleton_3708,[3708],1,Train,False,True,All paths resolved
singleton_214,[214],1,Train,False,True,All paths resolved
singleton_775,[775],1,Train,False,True,All paths resolved
singleton_2448,[2448],1,Train,False,True,All paths resolved
singleton_3412,[3412],1,Train,False,True,All paths resolved
singleton_3533,[3533],1,Train,False,True,All paths resolved
singleton_1000,[1000],1,Train,False,True,All paths resolved
singleton_1888,[1888],1,Train,False,True,All paths resolved
singleton_770,[770],1,Train,False,True,All paths resolved
singleton_2558,[2558],1,Val,False,True,All paths resolved
singleton_677,[677],1,Train,False,True,All paths resolved
singleton_1641,[1641],1,Test,False,True,All paths resolved
dup_group_121,"[1795, 3136]",2,Test,False,True,All paths resolved
dup_group_52,"[1714, 2614]",2,Test,False,True,All paths resolved
singleton_3219,[3219],1,Train,False,True,All paths resolved
singleton_1380,[1380],1,Val,False,True,All paths resolved
singleton_3540,[3540],1,Train,False,True,All paths resolved
singleton_2748,[2748],1,Train,False,True,All paths resolved
singleton_522,[522],1,Train,False,True,All paths resolved
singleton_286,[286],1,Train,False,True,All paths resolved
singleton_4,[4],1,Test,False,True,All paths resolved
singleton_2314,[2314],1,Train,False,True,All paths resolved
singleton_3721,[3721],1,Test,False,True,All paths resolved
singleton_882,[882],1,Train,False,True,All paths resolved
singleton_3151,[3151],1,Train,False,True,All paths resolved
singleton_938,[938],1,Test,False,True,All paths resolved
singleton_1285,[1285],1,Train,False,True,All paths resolved
singleton_780,[780],1,Train,False,True,All paths resolved
singleton_230,[230],1,Train,False,True,All paths resolved
singleton_2321,[2321],1,Train,False,True,All paths resolved
singleton_3500,[3500],1,Train,False,True,All paths resolved
singleton_2011,[2011],1,Train,False,True,All paths resolved
singleton_85,[85],1,Train,False,True,All paths resolved
singleton_1244,[1244],1,Train,False,True,All paths resolved
dup_group_209,"[2545, 2943, 3295]",3,Train,False,True,All paths resolved
singleton_3391,[3391],1,Test,False,True,All paths resolved
singleton_3615,[3615],1,Train,False,True,All paths resolved
singleton_367,[367],1,Train,False,True,All paths resolved
singleton_2322,[2322],1,Test,False,True,All paths resolved
singleton_3637,[3637],1,Train,False,True,All paths resolved
singleton_3088,[3088],1,Train,False,True,All paths resolved
singleton_3697,[3697],1,Train,False,True,All paths resolved
singleton_1964,[1964],1,Train,False,True,All paths resolved
singleton_577,[577],1,Val,False,True,All paths resolved
singleton_1371,[1371],1,Train,False,True,All paths resolved
singleton_1199,[1199],1,Train,False,True,All paths resolved
singleton_892,[892],1,Train,False,True,All paths resolved
singleton_1326,[1326],1,Train,False,True,All paths resolved
dup_group_67,"[1732, 2632]",2,Train,False,True,All paths resolved
singleton_778,[778],1,Train,False,True,All paths resolved
singleton_113,[113],1,Test,False,True,All paths resolved
singleton_3537,[3537],1,Train,False,True,All paths resolved
singleton_219,[219],1,Train,False,True,All paths resolved
singleton_3610,[3610],1,Train,False,True,All paths resolved
singleton_617,[617],1,Train,False,True,All paths resolved
singleton_2336,[2336],1,Train,False,True,All paths resolved
singleton_140,[140],1,Train,False,True,All paths resolved
singleton_213,[213],1,Train,False,True,All paths resolved
singleton_1970,[1970],1,Test,False,True,All paths resolved
singleton_3100,[3100],1,Test,False,True,All paths resolved
singleton_3283,[3283],1,Train,False,True,All paths resolved
singleton_1983,[1983],1,Train,False,True,All paths resolved
singleton_1001,[1001],1,Test,False,True,All paths resolved
singleton_957,[957],1,Train,False,True,All paths resolved
singleton_390,[390],1,Train,False,True,All paths resolved
singleton_3631,[3631],1,Test,False,True,All paths resolved
singleton_206,[206],1,Train,False,True,All paths resolved
singleton_1541,[1541],1,Test,False,True,All paths resolved
singleton_1364,[1364],1,Test,False,True,All paths resolved
singleton_2885,[2885],1,Test,False,True,All paths resolved
dup_group_248,"[2989, 3039]",2,Train,False,True,All paths resolved
singleton_3512,[3512],1,Train,False,True,All paths resolved
singleton_1945,[1945],1,Train,False,True,All paths resolved
dup_group_42,"[1509, 1510, 1511]",3,Train,False,True,All paths resolved
singleton_670,[670],1,Train,False,True,All paths resolved
singleton_3447,[3447],1,Val,False,True,All paths resolved
singleton_3405,[3405],1,Val,False,True,All paths resolved
singleton_3669,[3669],1,Train,False,True,All paths resolved
singleton_2960,[2960],1,Train,False,True,All paths resolved
singleton_1681,[1681],1,Test,False,True,All paths resolved
singleton_2568,[2568],1,Val,False,True,All paths resolved
singleton_3678,[3678],1,Test,False,True,All paths resolved
singleton_1476,[1476],1,Train,False,True,All paths resolved
singleton_3182,[3182],1,Val,False,True,All paths resolved
singleton_3183,[3183],1,Test,False,True,All paths resolved
singleton_924,[924],1,Train,False,True,All paths resolved
singleton_532,[532],1,Test,False,True,All paths resolved
singleton_1361,[1361],1,Test,False,True,All paths resolved
singleton_3723,[3723],1,Test,False,True,All paths resolved
singleton_601,[601],1,Train,False,True,All paths resolved
singleton_2333,[2333],1,Train,False,True,All paths resolved
singleton_2879,[2879],1,Test,False,True,All paths resolved
singleton_3551,[3551],1,Test,False,True,All paths resolved
singleton_357,[357],1,Train,False,True,All paths resolved
singleton_3582,[3582],1,Train,False,True,All paths resolved
singleton_416,[416],1,Train,False,True,All paths resolved
singleton_1801,[1801],1,Train,False,True,All paths resolved
singleton_3222,[3222],1,Val,False,True,All paths resolved
singleton_3437,[3437],1,Val,False,True,All paths resolved
singleton_3081,[3081],1,Train,False,True,All paths resolved
singleton_2381,[2381],1,Train,False,True,All paths resolved
singleton_2479,[2479],1,Train,False,True,All paths resolved
singleton_2454,[2454],1,Train,False,True,All paths resolved
singleton_2732,[2732],1,Train,False,True,All paths resolved
singleton_774,[774],1,Val,False,True,All paths resolved
singleton_999,[999],1,Train,False,True,All paths resolved
singleton_1137,[1137],1,Train,False,True,All paths resolved
singleton_120,[120],1,Val,False,True,All paths resolved
singleton_2377,[2377],1,Train,False,True,All paths resolved
singleton_1722,[1722],1,Train,False,True,All paths resolved
singleton_368,[368],1,Train,False,True,All paths resolved
singleton_597,[597],1,Train,False,True,All paths resolved
singleton_1873,[1873],1,Val,False,True,All paths resolved
singleton_102,[102],1,Train,False,True,All paths resolved
singleton_1112,[1112],1,Train,False,True,All paths resolved
singleton_2878,[2878],1,Test,False,True,All paths resolved
singleton_2608,[2608],1,Val,False,True,All paths resolved
singleton_1161,[1161],1,Test,False,True,All paths resolved
dup_group_280,"[3750, 3764]",2,Train,False,True,All paths resolved
singleton_3481,[3481],1,Train,False,True,All paths resolved
singleton_3403,[3403],1,Val,False,True,All paths resolved
singleton_91,[91],1,Train,False,True,All paths resolved
singleton_2853,[2853],1,Test,False,True,All paths resolved
singleton_650,[650],1,Train,False,True,All paths resolved
singleton_2254,[2254],1,Train,False,True,All paths resolved
singleton_704,[704],1,Train,False,True,All paths resolved
singleton_733,[733],1,Train,False,True,All paths resolved
singleton_1960,[1960],1,Test,False,True,All paths resolved
singleton_920,[920],1,Train,False,True,All paths resolved
singleton_3593,[3593],1,Train,False,True,All paths resolved
singleton_387,[387],1,Train,False,True,All paths resolved
singleton_1098,[1098],1,Train,False,True,All paths resolved
singleton_3048,[3048],1,Test,False,True,All paths resolved
singleton_2264,[2264],1,Train,False,True,All paths resolved
singleton_3659,[3659],1,Train,False,True,All paths resolved
singleton_242,[242],1,Test,False,True,All paths resolved
singleton_241,[241],1,Train,False,True,All paths resolved
singleton_1040,[1040],1,Train,False,True,All paths resolved
singleton_1168,[1168],1,Train,False,True,All paths resolved
singleton_1665,[1665],1,Val,False,True,All paths resolved
singleton_1283,[1283],1,Train,False,True,All paths resolved
singleton_2299,[2299],1,Test,False,True,All paths resolved
singleton_3073,[3073],1,Train,False,True,All paths resolved
singleton_3075,[3075],1,Train,False,True,All paths resolved
singleton_3667,[3667],1,Test,False,True,All paths resolved
singleton_104,[104],1,Test,False,True,All paths resolved
singleton_3594,[3594],1,Train,False,True,All paths resolved
singleton_3508,[3508],1,Test,False,True,All paths resolved
singleton_3521,[3521],1,Train,False,True,All paths resolved
singleton_902,[902],1,Val,False,True,All paths resolved
singleton_3092,[3092],1,Val,False,True,All paths resolved
singleton_3504,[3504],1,Train,False,True,All paths resolved
singleton_468,[468],1,Train,False,True,All paths resolved
singleton_1618,[1618],1,Train,False,True,All paths resolved
singleton_2109,[2109],1,Train,False,True,All paths resolved
singleton_2759,[2759],1,Train,False,True,All paths resolved
singleton_2954,[2954],1,Val,False,True,All paths resolved
dup_group_271,"[3018, 3067]",2,Test,False,True,All paths resolved
dup_group_45,"[1554, 1561]",2,Test,False,True,All paths resolved
dup_group_72,"[1738, 2638]",2,Train,False,True,All paths resolved
singleton_191,[191],1,Train,False,True,All paths resolved
singleton_432,[432],1,Train,False,True,All paths resolved
singleton_474,[474],1,Train,False,True,All paths resolved
singleton_345,[345],1,Train,False,True,All paths resolved
dup_group_58,"[1720, 2620]",2,Train,False,True,All paths resolved
singleton_720,[720],1,Test,False,True,All paths resolved
singleton_253,[253],1,Val,False,True,All paths resolved
singleton_283,[283],1,Train,False,True,All paths resolved
singleton_1903,[1903],1,Train,False,True,All paths resolved
singleton_1179,[1179],1,Test,False,True,All paths resolved
singleton_502,[502],1,Train,False,True,All paths resolved
dup_group_8,"[300, 304]",2,Train,False,True,All paths resolved
singleton_2457,[2457],1,Train,False,True,All paths resolved
singleton_3264,[3264],1,Train,False,True,All paths resolved
dup_group_88,"[1754, 2654]",2,Train,False,True,All paths resolved
singleton_1461,[1461],1,Train,False,True,All paths resolved
singleton_1531,[1531],1,Val,False,True,All paths resolved
singleton_598,[598],1,Train,False,True,All paths resolved
singleton_156,[156],1,Test,False,True,All paths resolved
dup_group_56,"[1718, 2618]",2,Train,False,True,All paths resolved
singleton_3492,[3492],1,Train,False,True,All paths resolved
singleton_2293,[2293],1,Test,False,True,All paths resolved
singleton_824,[824],1,Train,False,True,All paths resolved
singleton_1078,[1078],1,Train,False,True,All paths resolved
singleton_3203,[3203],1,Train,False,True,All paths resolved
singleton_222,[222],1,Test,False,True,All paths resolved
singleton_1055,[1055],1,Val,False,True,All paths resolved
singleton_1855,[1855],1,Test,False,True,All paths resolved
singleton_415,[415],1,Val,False,True,All paths resolved
singleton_3590,[3590],1,Test,False,True,All paths resolved
singleton_462,[462],1,Train,False,True,All paths resolved
singleton_1303,[1303],1,Test,False,True,All paths resolved
singleton_2044,[2044],1,Train,False,True,All paths resolved
dup_group_264,"[3010, 3060]",2,Train,False,True,All paths resolved
singleton_3501,[3501],1,Train,False,True,All paths resolved
dup_group_30,"[966, 1121]",2,Test,False,True,All paths resolved
singleton_572,[572],1,Train,False,True,All paths resolved
singleton_2758,[2758],1,Val,False,True,All paths resolved
singleton_122,[122],1,Train,False,True,All paths resolved
singleton_1520,[1520],1,Train,False,True,All paths resolved
singleton_3023,[3023],1,Train,False,True,All paths resolved
singleton_1943,[1943],1,Train,False,True,All paths resolved
singleton_3550,[3550],1,Val,False,True,All paths resolved
singleton_2318,[2318],1,Train,False,True,All paths resolved
singleton_3646,[3646],1,Test,False,True,All paths resolved
singleton_3247,[3247],1,Train,False,True,All paths resolved
singleton_1925,[1925],1,Train,False,True,All paths resolved
singleton_1056,[1056],1,Train,False,True,All paths resolved
singleton_1581,[1581],1,Train,False,True,All paths resolved
dup_group_192,"[2425, 3340]",2,Train,False,True,All paths resolved
singleton_2520,[2520],1,Test,False,True,All paths resolved
singleton_1513,[1513],1,Train,False,True,All paths resolved
singleton_1416,[1416],1,Train,False,True,All paths resolved
dup_group_161,"[2394, 3309]",2,Val,False,True,All paths resolved
singleton_2154,[2154],1,Test,False,True,All paths resolved
singleton_3465,[3465],1,Train,False,True,All paths resolved
singleton_103,[103],1,Train,False,True,All paths resolved
singleton_216,[216],1,Train,False,True,All paths resolved
singleton_1591,[1591],1,Train,False,True,All paths resolved
dup_group_108,"[1778, 3122]",2,Train,False,True,All paths resolved
dup_group_162,"[2395, 3310]",2,Train,False,True,All paths resolved
singleton_1576,[1576],1,Train,False,True,All paths resolved
singleton_2047,[2047],1,Train,False,True,All paths resolved
singleton_2531,[2531],1,Train,False,True,All paths resolved
singleton_3400,[3400],1,Train,False,True,All paths resolved
singleton_3742,[3742],1,Train,False,True,All paths resolved
singleton_438,[438],1,Train,False,True,All paths resolved
singleton_2291,[2291],1,Train,False,True,All paths resolved
singleton_1041,[1041],1,Test,False,True,All paths resolved
singleton_639,[639],1,Train,False,True,All paths resolved
singleton_655,[655],1,Test,False,True,All paths resolved
singleton_846,[846],1,Test,False,True,All paths resolved
singleton_1918,[1918],1,Train,False,True,All paths resolved
singleton_2243,[2243],1,Val,False,True,All paths resolved
singleton_3266,[3266],1,Test,False,True,All paths resolved
singleton_3388,[3388],1,Train,False,True,All paths resolved
singleton_3756,[3756],1,Train,False,True,All paths resolved
singleton_1339,[1339],1,Val,False,True,All paths resolved
singleton_2019,[2019],1,Test,False,True,All paths resolved
singleton_1154,[1154],1,Train,False,True,All paths resolved
dup_group_123,"[1797, 3138]",2,Train,False,True,All paths resolved
singleton_3463,[3463],1,Train,False,True,All paths resolved
dup_group_9,"[301, 305]",2,Train,False,True,All paths resolved
singleton_1957,[1957],1,Val,False,True,All paths resolved
singleton_2470,[2470],1,Train,False,True,All paths resolved
singleton_2513,[2513],1,Train,False,True,All paths resolved
singleton_473,[473],1,Val,False,True,All paths resolved
singleton_2319,[2319],1,Val,False,True,All paths resolved
dup_group_182,"[2415, 3330]",2,Train,False,True,All paths resolved
singleton_916,[916],1,Train,False,True,All paths resolved
singleton_2244,[2244],1,Test,False,True,All paths resolved
singleton_3392,[3392],1,Train,False,True,All paths resolved
singleton_656,[656],1,Test,False,True,All paths resolved
singleton_1657,[1657],1,Train,False,True,All paths resolved
singleton_3525,[3525],1,Train,False,True,All paths resolved
dup_group_196,"[2429, 3344]",2,Test,False,True,All paths resolved
singleton_3555,[3555],1,Train,False,True,All paths resolved
singleton_3095,[3095],1,Test,False,True,All paths resolved
dup_group_208,"[2544, 2897, 3220, 3234, 3294]",5,Test,False,True,All paths resolved
singleton_735,[735],1,Test,False,True,All paths resolved
singleton_441,[441],1,Val,False,True,All paths resolved
singleton_696,[696],1,Train,False,True,All paths resolved
singleton_843,[843],1,Test,False,True,All paths resolved
singleton_1401,[1401],1,Val,False,True,All paths resolved
singleton_732,[732],1,Train,False,True,All paths resolved
singleton_2193,[2193],1,Train,False,True,All paths resolved
singleton_3204,[3204],1,Train,False,True,All paths resolved
singleton_3393,[3393],1,Train,False,True,All paths resolved
singleton_736,[736],1,Train,False,True,All paths resolved
singleton_1391,[1391],1,Train,False,True,All paths resolved
singleton_2937,[2937],1,Test,False,True,All paths resolved
singleton_1448,[1448],1,Train,False,True,All paths resolved
singleton_1077,[1077],1,Train,False,True,All paths resolved
singleton_3432,[3432],1,Train,False,True,All paths resolved
singleton_259,[259],1,Train,False,True,All paths resolved
singleton_86,[86],1,Test,False,True,All paths resolved
singleton_2002,[2002],1,Train,False,True,All paths resolved
singleton_2966,[2966],1,Train,False,True,All paths resolved
dup_group_97,"[1765, 3111]",2,Test,False,True,All paths resolved
singleton_3727,[3727],1,Test,False,True,All paths resolved
singleton_3101,[3101],1,Test,False,True,All paths resolved
singleton_878,[878],1,Val,False,True,All paths resolved
singleton_2767,[2767],1,Train,False,True,All paths resolved
singleton_1508,[1508],1,Train,False,True,All paths resolved
dup_group_231,"[2910, 3246]",2,Train,False,True,All paths resolved
singleton_2035,[2035],1,Test,False,True,All paths resolved
singleton_112,[112],1,Test,False,True,All paths resolved
singleton_2724,[2724],1,Val,False,True,All paths resolved
singleton_796,[796],1,Train,False,True,All paths resolved
dup_group_128,"[1805, 3144]",2,Train,False,True,All paths resolved
singleton_1045,[1045],1,Val,False,True,All paths resolved
singleton_987,[987],1,Train,False,True,All paths resolved
singleton_654,[654],1,Test,False,True,All paths resolved
singleton_364,[364],1,Train,False,True,All paths resolved
singleton_1863,[1863],1,Train,False,True,All paths resolved
singleton_587,[587],1,Train,False,True,All paths resolved
singleton_3440,[3440],1,Train,False,True,All paths resolved
singleton_1609,[1609],1,Val,False,True,All paths resolved
singleton_3205,[3205],1,Train,False,True,All paths resolved
singleton_990,[990],1,Train,False,True,All paths resolved
singleton_1104,[1104],1,Test,False,True,All paths resolved
singleton_2919,[2919],1,Train,False,True,All paths resolved
singleton_470,[470],1,Train,False,True,All paths resolved
singleton_771,[771],1,Test,False,True,All paths resolved
singleton_1382,[1382],1,Train,False,True,All paths resolved
singleton_1881,[1881],1,Train,False,True,All paths resolved
dup_group_80,"[1746, 2646]",2,Test,False,True,All paths resolved
singleton_837,[837],1,Train,False,True,All paths resolved
singleton_1031,[1031],1,Test,False,True,All paths resolved
singleton_2061,[2061],1,Train,False,True,All paths resolved
singleton_692,[692],1,Train,False,True,All paths resolved
singleton_1974,[1974],1,Test,False,True,All paths resolved
singleton_1682,[1682],1,Test,False,True,All paths resolved
singleton_521,[521],1,Test,False,True,All paths resolved
singleton_860,[860],1,Train,False,True,All paths resolved
singleton_948,[948],1,Test,False,True,All paths resolved
singleton_2680,[2680],1,Train,False,True,All paths resolved
singleton_1335,[1335],1,Train,False,True,All paths resolved
singleton_2761,[2761],1,Val,False,True,All paths resolved
singleton_469,[469],1,Test,False,True,All paths resolved
singleton_2272,[2272],1,Train,False,True,All paths resolved
singleton_3520,[3520],1,Train,False,True,All paths resolved
singleton_60,[60],1,Test,False,True,All paths resolved
singleton_3645,[3645],1,Train,False,True,All paths resolved
singleton_2465,[2465],1,Val,False,True,All paths resolved
singleton_46,[46],1,Train,False,True,All paths resolved
singleton_3373,[3373],1,Test,False,True,All paths resolved
singleton_1565,[1565],1,Test,False,True,All paths resolved
singleton_2363,[2363],1,Test,False,True,All paths resolved
singleton_2460,[2460],1,Val,False,True,All paths resolved
singleton_1523,[1523],1,Train,False,True,All paths resolved
singleton_809,[809],1,Train,False,True,All paths resolved
singleton_1590,[1590],1,Train,False,True,All paths resolved
singleton_2514,[2514],1,Train,False,True,All paths resolved
dup_group_112,"[1784, 3127]",2,Train,False,True,All paths resolved
singleton_1166,[1166],1,Train,False,True,All paths resolved
singleton_239,[239],1,Train,False,True,All paths resolved
singleton_1626,[1626],1,Train,False,True,All paths resolved
singleton_1683,[1683],1,Train,False,True,All paths resolved
