query_set,query_id,query_text,ground_truth_row,ground_truth_caption,source,subclause,category,bm25_rank,bge_rank,m7_rank,clip_rank,ocr_rank,colpali_rank,reranker_rank_if_available,bm25_mrr,bge_mrr,m7_mrr,clip_mrr,ocr_mrr,colpali_mrr,reason_for_selection,thesis_lesson,confidence_of_case,rank_missing_reason
Q2,q2_301,What is the architecture of the extended user plane protection service in 3GPP?,301,The architecture of the extended user plane protection service,TS 33.163,4.2.2,F. Visual Failure,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_302,What is the generic BEST key agreement process used in 5GS networks?,302,Generic BEST key agreement process for 5GS networks,TS 33.163,4.6.1.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_302,What is the generic BEST key agreement process used in 5GS networks?,302,Generic BEST key agreement process for 5GS networks,TS 33.163,4.6.1.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_303,What is the Best Key Hierarchy used in EPS networks for legacy UEs?,303,BEST Key Hierarchy for EPS networks and legacy UEs,TS 33.163,4.6.2.2,F. Visual Failure,1,2,1,>100,1,>100,NA,1.0,0.5,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_304,What is the BEST key hierarchy for EPS networks and legacy UEs?,304,BEST Key Hierarchy for EPS networks and legacy UEs,TS 33.163,4.6.2.2,F. Visual Failure,2,2,2,>100,2,>100,NA,0.5,0.5,0.5,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_305,What is the Best Key Hierarchy used in 5GS networks?,305,BEST Key Hierarchy for 5GS networks,TS 33.163,4.6.2.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_305,What is the Best Key Hierarchy used in 5GS networks?,305,BEST Key Hierarchy for 5GS networks,TS 33.163,4.6.2.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_306,What is the process for accessing SNPN services using credentials from a Credential Provider (CdP)?,306,Access to SNPN services using credentials from Credential Provider (CdP) for,TR 33.857,6.1.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_306,What is the process for accessing SNPN services using credentials from a Credential Provider (CdP)?,306,Access to SNPN services using credentials from Credential Provider (CdP) for,TR 33.857,6.1.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_307,How is KAU_SF derived from MSK and RAND in the 3GPP standard?,307,Derive KAUSF from MSK and RAND,TR 33.857,6.7.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_307,How is KAU_SF derived from MSK and RAND in the 3GPP standard?,307,Derive KAUSF from MSK and RAND,TR 33.857,6.7.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_308,What process is used to derive KAUSF from MSK and RAND?,308,Derive KAUSF from MSK and RAND,TR 33.857,6.7.2,F. Visual Failure,2,2,2,>100,2,>100,NA,0.5,0.5,0.5,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_309,What is the process for deriving KAUSF from new EAP authentication?,309,Derive KAUSF from a new EAP authentication,TR 33.857,6.7.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_309,What is the process for deriving KAUSF from new EAP authentication?,309,Derive KAUSF from a new EAP authentication,TR 33.857,6.7.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_310,What is the process flow for initial access with key derivation in 3GPP standards?,310,Initial access with key derivation,TR 33.857,6.10.2,A. Easy Success,1,1,1,>100,7,29,NA,1.0,1.0,1.0,0.0,0.14285714285714285,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_311,What is the process for UE onboarding in a non-public network?,311,UE onboarding in non-public network,TR 33.857,6.14.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_311,What is the process for UE onboarding in a non-public network?,311,UE onboarding in non-public network,TR 33.857,6.14.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_312,What is the process flow for UE onboarding in remote provisioning procedure?,312,UE Onboarding for Remote Provisioning Procedure,TR 33.857,6.14.2.0,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_312,What is the process flow for UE onboarding in remote provisioning procedure?,312,UE Onboarding for Remote Provisioning Procedure,TR 33.857,6.14.2.0,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_313,What is the process of using EAP-TLS authentication in 5G networks for initial one-way authentication?,313,Using EAP-TLS Authentication Procedures over 5G Networks for initial one-way,TR 33.857,6.14.2.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_313,What is the process of using EAP-TLS authentication in 5G networks for initial one-way authentication?,313,Using EAP-TLS Authentication Procedures over 5G Networks for initial one-way,TR 33.857,6.14.2.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_314,What is the process for initial access and identity sharing in 3GPP standards?,314,initial access and sharing of identity,TR 33.857,6.19.2,A. Easy Success,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_314,What is the process for initial access and identity sharing in 3GPP standards?,314,initial access and sharing of identity,TR 33.857,6.19.2,F. Visual Failure,1,1,1,>100,3,>100,NA,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_315,What is the architecture of the control plane based provisioning from PS to AUSF?,315,Architecture of control plane based provisioning: PS to AUSF,TR 33.857,6.20.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_315,What is the architecture of the control plane based provisioning from PS to AUSF?,315,Architecture of control plane based provisioning: PS to AUSF,TR 33.857,6.20.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_316,What is the architecture of the control plane based provisioning from PS to AUSF?,316,Architecture of control plane based provisioning: PS to AUSF,TR 33.857,6.20.1,F. Visual Failure,2,2,2,>100,2,>100,NA,0.5,0.5,0.5,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_317,What is the architecture of the control plane based provisioning from PS to UDM?,317,Architecture of control plane based provisioning: PS to UDM,TR 33.857,6.21.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_317,What is the architecture of the control plane based provisioning from PS to UDM?,317,Architecture of control plane based provisioning: PS to UDM,TR 33.857,6.21.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_318,What is the process of network access authentication using credentials owned by a separate entity?,318,Network access authentication with credentials owned by an entity separate from the,TR 33.857,6.22.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_318,What is the process of network access authentication using credentials owned by a separate entity?,318,Network access authentication with credentials owned by an entity separate from the,TR 33.857,6.22.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_319,What is the generic procedure for preserving user privacy based on predefined policies in 3GPP?,319,Generic Procedure to preserve user privacy based upon the predefined policies,TR 33.867,7.5.2,F. Visual Failure,2,2,2,>100,2,>100,NA,0.5,0.5,0.5,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_320,What does this 3GPP diagram illustrate regarding user consent for information exposure to Edge Applications?,320,User's consent for exposure of information to the Edge Applications,TR 33.867,7.7.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_320,What does this 3GPP diagram illustrate regarding user consent for information exposure to Edge Applications?,320,User's consent for exposure of information to the Edge Applications,TR 33.867,7.7.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_321,What is the key establishment procedure in 3GPP terminology?,321,Key establishment procedure,TS 33.110,4,A. Easy Success,1,1,1,>100,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_321,What is the key establishment procedure in 3GPP terminology?,321,Key establishment procedure,TS 33.110,4,F. Visual Failure,1,1,1,>100,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_321,What is the key establishment procedure in 3GPP terminology?,321,Key establishment procedure,TS 33.110,4,G. OCR Failure,1,1,1,>100,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q2,q2_322,What is the UAV authentication and authorization procedure for EPS?,322,UAV Authentication and Authorization procedure for EPS,TR 33.854,6.2.2.2,A. Easy Success,1,1,1,>100,5,>100,NA,1.0,1.0,1.0,0.0,0.2,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_322,What is the UAV authentication and authorization procedure for EPS?,322,UAV Authentication and Authorization procedure for EPS,TR 33.854,6.2.2.2,F. Visual Failure,1,1,1,>100,5,>100,NA,1.0,1.0,1.0,0.0,0.2,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_323,What is the procedure for UAV authentication and authorization involving USS/UTM?,323,Procedure for UAV authentication and authorization with USS/UTM during,TR 33.854,6.3.2.1,A. Easy Success,1,1,1,>100,6,67,NA,1.0,1.0,1.0,0.0,0.16666666666666666,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_323,What is the procedure for UAV authentication and authorization involving USS/UTM?,323,Procedure for UAV authentication and authorization with USS/UTM during,TR 33.854,6.3.2.1,F. Visual Failure,1,1,1,>100,6,67,NA,1.0,1.0,1.0,0.0,0.16666666666666666,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_324,What is the procedure for USS/UTM triggered UAV authorization revocation?,324,Procedure for USS/UTM triggered UAV authorization revocation,TR 33.854,6.3.2.2,F. Visual Failure,1,2,2,>100,2,>100,NA,1.0,0.5,0.5,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_325,What is the procedure for UAV authentication and authorization using USS/UTM in a PDU session?,325,Procedure for UAV authentication and authorization with USS/UTM PDU Session,TR 33.854,6.4.2.1,F. Visual Failure,1,2,1,>100,3,>100,NA,1.0,0.5,1.0,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_326,What is the procedure for UAV authentication and authorization with USS/UTM during PDU session establishment?,326,Procedure for UAV authentication and authorization with USS/UTM during PDU,TR 33.854,6.5.2.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_326,What is the procedure for UAV authentication and authorization with USS/UTM during PDU session establishment?,326,Procedure for UAV authentication and authorization with USS/UTM during PDU,TR 33.854,6.5.2.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_328,What is the UAS authentication and authorization (UAA) procedure in 3GPP?,328,UAS authentication and authorization (UAA) procedure,TR 33.854,6.7.2,A. Easy Success,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_328,What is the UAS authentication and authorization (UAA) procedure in 3GPP?,328,UAS authentication and authorization (UAA) procedure,TR 33.854,6.7.2,F. Visual Failure,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_329,What is the UAS authentication and authorization (UAA) revocation procedure in 3GPP?,329,UAS authentication and authorization (UAA) Revocation procedure,TR 33.854,6.7.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_329,What is the UAS authentication and authorization (UAA) revocation procedure in 3GPP?,329,UAS authentication and authorization (UAA) Revocation procedure,TR 33.854,6.7.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_330,What is the UAS-enabled authentication flow process?,330,UAS enabled authentication flow,TR 33.854,6.9.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_330,What is the UAS-enabled authentication flow process?,330,UAS enabled authentication flow,TR 33.854,6.9.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_332,What is the process or procedure depicted in the 3GPP technical diagram related to UAV revocation?,332,UAV revocation,TR 33.854,6.10.2.3,A. Easy Success,1,1,1,>100,34,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_332,What is the process or procedure depicted in the 3GPP technical diagram related to UAV revocation?,332,UAV revocation,TR 33.854,6.10.2.3,F. Visual Failure,1,1,1,>100,34,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_333,What is the process for authenticating and authorizing a UAV connection to the EPS?,333,Authentication and authorization of a UAV connection to EPS,TR 33.854,6.13.2.2,A. Easy Success,1,1,1,>100,14,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_333,What is the process for authenticating and authorizing a UAV connection to the EPS?,333,Authentication and authorization of a UAV connection to EPS,TR 33.854,6.13.2.2,F. Visual Failure,1,1,1,>100,14,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_334,What is the process or procedure for revoking UAV connectivity in 3GPP standards?,334,UAV connectivity revocation,TR 33.854,6.13.2.3,A. Easy Success,1,1,1,79,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_334,What is the process or procedure for revoking UAV connectivity in 3GPP standards?,334,UAV connectivity revocation,TR 33.854,6.13.2.3,F. Visual Failure,1,1,1,79,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_334,What is the process or procedure for revoking UAV connectivity in 3GPP standards?,334,UAV connectivity revocation,TR 33.854,6.13.2.3,G. OCR Failure,1,1,1,79,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q2,q2_335,What is the process for authenticating and authorizing a connection between a UAV and UAVC?,335,Authentication and authorization of a connection between a UAV and UAVC,TR 33.854,6.14.2.2,A. Easy Success,1,1,1,51,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_335,What is the process for authenticating and authorizing a connection between a UAV and UAVC?,335,Authentication and authorization of a connection between a UAV and UAVC,TR 33.854,6.14.2.2,F. Visual Failure,1,1,1,51,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_336,What is the process flow for UAV connectivity revocation in 3GPP standards?,336,UAV connectivity revocation,TR 33.854,6.14.2.3,F. Visual Failure,2,1,2,>100,3,>100,NA,0.5,1.0,0.5,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_337,What is the process for UAV and UAV-C pairing authorization in 3GPP?,337,UAV and UAV-C pairing authorization,TR 33.854,6.15.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_337,What is the process for UAV and UAV-C pairing authorization in 3GPP?,337,UAV and UAV-C pairing authorization,TR 33.854,6.15.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_338,What is the process for revoking pairing authorization between a UAV and a UAV-C in 3GPP?,338,UAV and UAV-C pairing authorization revocation,TR 33.854,6.15.2,F. Visual Failure,2,1,1,>100,1,>100,NA,0.5,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_339,What is the process for MBS key distribution in 3GPP standards?,339,MBS key distribution ,TR 33.850,6.3.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_339,What is the process for MBS key distribution in 3GPP standards?,339,MBS key distribution ,TR 33.850,6.3.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_340,What is the authentication and authorization procedure in 3GPP standards?,340,Authentication and authorization procedure,TR 33.850,6.4.2,F. Visual Failure,1,5,2,>100,>100,>100,NA,1.0,0.2,0.5,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_340,What is the authentication and authorization procedure in 3GPP standards?,340,Authentication and authorization procedure,TR 33.850,6.4.2,G. OCR Failure,1,5,2,>100,>100,>100,NA,1.0,0.2,0.5,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q2,q2_341,What is the authentication revocation procedure in 3GPP standards?,341,Authentication Revocation procedure,TR 33.850,6.4.2,A. Easy Success,1,1,1,11,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_341,What is the authentication revocation procedure in 3GPP standards?,341,Authentication Revocation procedure,TR 33.850,6.4.2,G. OCR Failure,1,1,1,11,>100,>100,NA,1.0,1.0,1.0,0.0,0.0,0.0,OCR hurts clean metadata matching,Raw diagram text is often noisy.,Medium,
Q2,q2_342,What is the process flow for authorization revocation in 3GPP standards?,342,Authorization revocation,TR 33.850,6.5.2,F. Visual Failure,1,2,1,>100,18,>100,NA,1.0,0.5,1.0,0.0,0.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_343,What is the authentication process between MBSTF and UE using AKMA?,343,Authentication between the MBSTF and UE based AKMA,TR 33.850,6.6.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_343,What is the authentication process between MBSTF and UE using AKMA?,343,Authentication between the MBSTF and UE based AKMA,TR 33.850,6.6.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_344,What is the number of point-to-point interactions required for a group key update triggered by an MBS?,344,Number of point-to-point interactions required for group key update due to an MBS,TR 33.850,6.9.2.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_344,What is the number of point-to-point interactions required for a group key update triggered by an MBS?,344,Number of point-to-point interactions required for group key update due to an MBS,TR 33.850,6.9.2.1,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_345,How many point-to-point interactions are required for a group key update triggered by an MBS?,345,Number of point-to-point interactions required for group key update due to an MBS,TR 33.850,6.9.2.1,F. Visual Failure,2,1,2,>100,2,>100,NA,0.5,1.0,0.5,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_346,What is the total overhead involved in the group key update approaches?,346,Total overhead of the group key update approaches ,TR 33.850,6.9.2.1,A. Easy Success,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_346,What is the total overhead involved in the group key update approaches?,346,Total overhead of the group key update approaches ,TR 33.850,6.9.2.1,F. Visual Failure,1,1,1,>100,2,>100,NA,1.0,1.0,1.0,0.0,0.5,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_347,What is the total overhead involved in the group key update approaches?,347,Total overhead of the group key update approaches ,TR 33.850,6.9.2.1,F. Visual Failure,2,3,2,>100,1,>100,NA,0.5,0.3333333333333333,0.5,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_348,What is the total overhead involved in the group key update approaches?,348,Total overhead of the group key update approaches ,TR 33.850,6.9.2.1,F. Visual Failure,3,2,3,>100,3,>100,NA,0.3333333333333333,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_350,What is the diagram showing about communication optimization with multiple transport keys?,350,The communication optimized approaches with multiple transport keys ,TR 33.850,6.9.3,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_350,What is the diagram showing about communication optimization with multiple transport keys?,350,The communication optimized approaches with multiple transport keys ,TR 33.850,6.9.3,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_351,What is the procedure for key generation and traffic protection in MBS?,351,MBS Procedure for key generation and traffic protection,TR 33.850,6.10.2.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_351,What is the procedure for key generation and traffic protection in MBS?,351,MBS Procedure for key generation and traffic protection,TR 33.850,6.10.2.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_352,What message flows are depicted in the diagram for MBS key delivery and MBS traffic protection?,352,Message flows for MBS key delivery and MBS traffic protection,TR 33.850,6.12.2,A. Easy Success,1,1,1,4,1,>100,NA,1.0,1.0,1.0,0.25,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_353,What is the usage of MSK in a single session or channel?,353,Usage of MSK for a single session or a channel,TR 33.850,6.12.2,A. Easy Success,1,1,1,15,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_354,What is the procedure for key delivery from KMBS?,354,The procedure of key delivery of KMBS,TR 33.850,6.14.2,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_354,What is the procedure for key delivery from KMBS?,354,The procedure of key delivery of KMBS,TR 33.850,6.14.2,F. Visual Failure,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,Visual models fail despite easy text match,Zero-shot visual domain gap is substantial for diagrams.,High,
Q2,q2_355,What is the dedicated PDU used for UP Signalling message transmission from IP?,355,Dedicated PDU for UP Signalling message IP,TR 33.853,6.1.3,A. Easy Success,1,1,1,5,1,>100,NA,1.0,1.0,1.0,0.2,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
Q2,q2_356,What is the LTE packet structure showing the relationship between PDCP packets and Transport Blocks?,356,LTE packet structure relating PDCP packets to Transport Blocks,TR 33.853,6.4.1,A. Easy Success,1,1,1,>100,1,>100,NA,1.0,1.0,1.0,0.0,1.0,0.0,All top systems instantly match,Clean caption metadata provides strong retrieval signal.,High,
