query_set,query_idx,ground_truth_row,rank,top_1_pred
Q2,2022,2022,78,1664
Q2,2023,2023,-1,1664
Q2,2024,2024,-1,777
Q2,2025,2025,-1,777
Q2,2026,2026,-1,2175
Q2,2027,2027,-1,2175
Q2,2028,2028,-1,2175
Q2,2029,2029,-1,2175
Q2,2030,2030,-1,777
Q2,2031,2031,-1,777
Q2,2032,2032,-1,132
Q2,2033,2033,-1,132
Q2,2034,2034,-1,3416
Q2,2035,2035,-1,1893
Q2,2036,2036,-1,1893
Q2,2037,2037,-1,2175
Q2,2038,2038,-1,489
Q2,2039,2039,-1,1893
Q2,2040,2040,-1,2175
Q2,2041,2041,-1,1632
Q2,2042,2042,-1,1891
Q2,2043,2043,-1,2175
Q2,2044,2044,-1,1648
Q2,2045,2045,-1,1680
Q2,2046,2046,-1,1614
Q2,2047,2047,-1,793
Q2,2048,2048,2,713
Q2,2049,2049,-1,1106
Q2,2050,2050,-1,2209
Q2,2051,2051,-1,2978
Q2,2052,2052,-1,2058
Q2,2053,2053,-1,713
Q2,2054,2054,-1,808
Q2,2055,2055,-1,1945
Q2,2056,2056,-1,218
Q2,2057,2057,89,1614
Q2,2058,2058,35,1073
Q2,2059,2059,4,2060
Q2,2060,2060,1,2060
Q2,2061,2061,-1,1106
Q2,2062,2062,-1,1125
Q2,2063,2063,-1,2253
Q2,2064,2064,-1,22
Q2,2065,2065,-1,30
Q2,2066,2066,-1,2587
Q2,2067,2067,-1,1918
Q2,2068,2068,-1,24
Q2,2069,2069,-1,24
Q2,2070,2070,-1,2333
Q2,2071,2071,-1,752
Q2,2072,2072,-1,2575
Q2,2073,2073,-1,22
Q2,2074,2074,-1,2569
Q2,2075,2075,-1,341
Q2,2076,2076,34,22
Q2,2077,2077,27,489
Q2,2078,2078,-1,1580
Q2,2079,2079,-1,489
Q2,2080,2080,-1,3026
Q2,2081,2081,-1,1682
Q2,2082,2082,78,24
Q2,2083,2083,74,3194
Q2,2084,2084,-1,489
Q2,2085,2085,-1,1580
Q2,2086,2086,-1,1580
Q2,2087,2087,-1,3563
Q2,2088,2088,-1,1830
Q2,2089,2089,-1,1580
Q2,2090,2090,-1,1580
Q2,2091,2091,-1,2534
Q2,2092,2092,-1,3239
Q2,2093,2093,-1,2237
Q2,2094,2094,-1,2237
Q2,2095,2095,-1,2308
Q2,2096,2096,60,2410
Q2,2097,2097,-1,2308
Q2,2098,2098,-1,24
Q2,2099,2099,1,2099
Q2,2100,2100,2,2099
Q2,2101,2101,-1,2100
Q2,2102,2102,-1,1893
Q2,2103,2103,-1,3029
Q2,2104,2104,-1,800
Q2,2105,2105,-1,2100
Q2,2106,2106,-1,3752
Q2,2107,2107,-1,3194
Q2,2108,2108,-1,3194
Q2,2109,2109,-1,2964
Q2,2110,2110,-1,1580
Q2,2111,2111,-1,2099
Q2,2112,2112,-1,2569
Q2,2113,2113,-1,2099
Q2,2114,2114,-1,2099
Q2,2115,2115,-1,1568
Q2,2116,2116,-1,1656
Q2,2117,2117,6,2120
Q2,2118,2118,-1,2207
Q2,2119,2119,-1,3548
Q2,2120,2120,1,2120
Q2,2121,2121,-1,3096
Q2,2122,2122,-1,649
Q2,2123,2123,-1,1524
Q2,2124,2124,-1,1524
Q2,2125,2125,-1,2120
Q2,2126,2126,-1,489
Q2,2127,2127,-1,3548
Q2,2128,2128,4,3086
Q2,2129,2129,-1,927
Q2,2130,2130,-1,2308
Q2,2131,2131,-1,20
Q2,2132,2132,-1,1027
Q2,2133,2133,11,2128
Q2,2134,2134,-1,1640
Q2,2135,2135,-1,874
Q2,2136,2136,7,1342
Q2,2137,2137,-1,3273
Q2,2138,2138,-1,2190
Q2,2139,2139,-1,24
Q2,2140,2140,57,1945
Q2,2141,2141,-1,731
Q2,2142,2142,-1,3533
Q2,2143,2143,-1,24
Q2,2144,2144,-1,2207
Q2,2145,2145,-1,24
Q2,2146,2146,-1,24
Q2,2147,2147,-1,487
Q2,2148,2148,-1,731
Q2,2149,2149,-1,257
Q2,2150,2150,-1,257
Q2,2151,2151,-1,731
Q2,2152,2152,-1,932
Q2,2153,2153,-1,257
Q2,2154,2154,-1,1630
Q2,2155,2155,-1,2693
Q2,2156,2156,1,2156
Q2,2157,2157,3,2156
Q2,2158,2158,-1,1123
Q2,2159,2159,-1,2199
Q2,2160,2160,-1,2206
Q2,2161,2161,-1,1830
Q2,2162,2162,-1,2199
Q2,2163,2163,92,1106
Q2,2164,2164,-1,2175
Q2,2165,2165,-1,2175
Q2,2166,2166,4,2167
Q2,2167,2167,1,2167
Q2,2168,2168,4,3382
Q2,2169,2169,-1,1106
Q2,2170,2170,-1,2859
Q2,2171,2171,-1,3168
Q2,2172,2172,-1,851
Q2,2173,2173,-1,489
Q2,2174,2174,4,1627
Q2,2175,2175,38,2207
Q2,2176,2176,-1,3636
Q2,2177,2177,-1,1106
Q2,2178,2178,-1,1945
Q2,2179,2179,-1,1223
Q2,2180,2180,-1,2708
Q2,2181,2181,-1,3077
Q2,2182,2182,-1,713
Q2,2183,2183,-1,713
Q2,2184,2184,-1,2199
Q2,2185,2185,33,2234
Q2,2186,2186,-1,3563
Q2,2187,2187,-1,2190
Q2,2188,2188,-1,1640
Q2,2189,2189,-1,2190
Q2,2190,2190,1,2190
Q2,2191,2191,-1,2518
Q2,2192,2192,-1,3563
Q2,2193,2193,-1,2518
Q2,2194,2194,-1,2977
Q2,2195,2195,-1,1625
Q2,2196,2196,-1,221
Q2,2197,2197,-1,1401
Q2,2198,2198,-1,2060
Q2,2199,2199,30,1640
Q2,2200,2200,-1,3446
Q2,2201,2201,-1,1106
Q2,2202,2202,75,3636
Q2,2203,2203,-1,489
Q2,2204,2204,21,2507
Q2,2205,2205,-1,1401
Q2,2206,2206,-1,1401
Q2,2207,2207,1,2207
Q2,2208,2208,-1,489
Q2,2209,2209,4,3512
Q2,2210,2210,2,3512
Q2,2211,2211,-1,3512
Q2,2212,2212,37,2224
Q2,2213,2213,12,2224
Q2,2214,2214,-1,2224
Q2,2215,2215,27,2224
Q2,2216,2216,-1,3446
Q2,2217,2217,-1,3446
Q2,2218,2218,-1,2532
Q2,2219,2219,-1,2532
Q2,2220,2220,-1,2058
Q2,2221,2221,-1,804
Q2,2222,2222,-1,23
Q2,2223,2223,-1,2412
Q2,2224,2224,8,3548
Q2,2225,2225,-1,3512
Q2,2226,2226,-1,284
Q2,2227,2227,7,3666
Q2,2228,2228,-1,1664
Q2,2229,2229,12,3512
Q2,2230,2230,9,1339
Q2,2231,2231,-1,1640
Q2,2232,2232,-1,259
Q2,2233,2233,68,218
Q2,2234,2234,-1,3029
Q2,2235,2235,-1,3029
Q2,2236,2236,-1,2079
Q2,2237,2237,3,1640
Q2,2238,2238,-1,2079
Q2,2239,2239,7,2236
Q2,2240,2240,-1,713
Q2,2241,2241,-1,775
Q2,2242,2242,-1,2652
Q2,2243,2243,-1,800
Q2,2244,2244,59,793
Q2,2245,2245,38,1280
Q2,2246,2246,-1,3077
Q2,2247,2247,-1,2100
Q2,2248,2248,23,2239
Q2,2249,2249,14,3098
Q2,2250,2250,-1,3098
Q2,2251,2251,-1,3097
Q2,2252,2252,94,1644
Q2,2253,2253,5,1644
Q2,2254,2254,-1,3098
Q2,2255,2255,-1,3172
Q2,2256,2256,10,2685
Q2,2257,2257,-1,2234
Q2,2258,2258,-1,2013
Q2,2259,2259,-1,793
Q2,2260,2260,-1,1919
Q2,2261,2261,-1,1275
Q2,2262,2262,-1,1275
Q2,2263,2263,-1,1275
Q2,2264,2264,1,2264
Q2,2265,2265,6,2264
Q2,2266,2266,57,1144
Q2,2267,2267,-1,1144
Q2,2268,2268,-1,1125
Q2,2269,2269,-1,1401
Q2,2270,2270,-1,2264
Q2,2271,2271,-1,2077
Q2,2272,2272,-1,1275
Q2,2273,2273,-1,1144
Q2,2274,2274,75,705
Q2,2275,2275,-1,1275
Q2,2276,2276,-1,1144
Q2,2277,2277,-1,1644
Q2,2278,2278,-1,1309
Q2,2279,2279,-1,1893
Q2,2280,2280,-1,677
Q2,2281,2281,-1,3355
Q2,2282,2282,-1,1919
Q2,2283,2283,-1,2532
Q2,2284,2284,-1,1353
Q2,2285,2285,-1,2264
Q2,2286,2286,-1,3752
Q2,2287,2287,-1,2048
Q2,2288,2288,-1,1614
Q2,2289,2289,-1,1394
Q2,2290,2290,-1,1384
Q2,2291,2291,-1,1384
Q2,2292,2292,-1,489
Q2,2293,2293,-1,341
Q2,2294,2294,-1,2531
Q2,2295,2295,-1,2264
Q2,2296,2296,-1,3410
Q2,2297,2297,-1,2237
Q2,2298,2298,-1,1404
Q2,2299,2299,-1,2321
Q2,2300,2300,-1,3410
Q2,2301,2301,-1,3548
Q2,2302,2302,-1,1640
Q2,2303,2303,-1,2308
Q2,2304,2304,-1,2199
Q2,2305,2305,-1,1125
Q2,2306,2306,-1,85
Q2,2307,2307,-1,1945
Q2,2308,2308,-1,1945
Q2,2309,2309,-1,1945
Q2,2310,2310,-1,311
Q2,2311,2311,-1,770
Q2,2312,2312,-1,1279
Q2,2313,2313,-1,458
Q2,2314,2314,-1,687
Q2,2315,2315,-1,263
Q2,2316,2316,-1,667
Q2,2317,2317,-1,2308
Q2,2318,2318,-1,1198
Q2,2319,2319,-1,1105
Q2,2320,2320,-1,1945
Q2,2321,2321,1,2321
Q2,2322,2322,-1,2320
Q2,2323,2323,-1,2320
Q2,2324,2324,-1,1279
Q2,2325,2325,-1,1656
Q2,2326,2326,-1,1274
Q2,2327,2327,-1,2175
Q2,2328,2328,-1,332
Q2,2329,2329,-1,515
Q2,2330,2330,-1,2684
Q2,2331,2331,-1,871
Q2,2332,2332,-1,1125
Q2,2333,2333,1,2333
Q2,2334,2334,-1,487
Q2,2335,2335,-1,487
Q2,2336,2336,-1,1580
Q2,2337,2337,-1,2079
Q2,2338,2338,-1,2175
Q2,2339,2339,-1,487
Q2,2340,2340,-1,2333
Q2,2341,2341,-1,2079
Q2,2342,2342,-1,2079
Q2,2343,2343,-1,487
Q2,2344,2344,-1,487
Q2,2345,2345,-1,1640
Q2,2346,2346,-1,463
Q2,2347,2347,-1,487
Q2,2348,2348,-1,487
Q2,2349,2349,-1,2079
Q2,2350,2350,-1,2079
Q2,2351,2351,-1,2080
Q2,2352,2352,-1,489
Q2,2353,2353,-1,2175
Q2,2354,2354,-1,2333
Q2,2355,2355,-1,2333
Q2,2356,2356,-1,2333
Q2,2357,2357,3,2333
Q2,2358,2358,-1,2333
Q2,2359,2359,85,2333
Q2,2360,2360,-1,487
Q2,2361,2361,-1,489
Q2,2362,2362,-1,1656
Q2,2363,2363,-1,3636
Q2,2364,2364,-1,489
Q2,2365,2365,-1,2333
Q2,2366,2366,-1,2333
Q2,2367,2367,-1,489
Q2,2368,2368,-1,487
Q2,2369,2369,-1,487
Q2,2370,2370,-1,487
Q2,2371,2371,-1,487
Q2,2372,2372,-1,487
Q2,2373,2373,-1,487
Q2,2374,2374,2,2968
Q2,2375,2375,-1,2968
Q2,2376,2376,7,2968
Q2,2377,2377,-1,2380
Q2,2378,2378,-1,2380
Q2,2379,2379,17,2376
Q2,2380,2380,3,2980
Q2,2381,2381,28,2980
Q2,2382,2382,2,2972
Q2,2383,2383,2,2380
Q2,2384,2384,2,2980
Q2,2385,2385,-1,1580
Q2,2386,2386,-1,2175
Q2,2387,2387,-1,1105
Q2,2388,2388,-1,2693
Q2,2389,2389,-1,85
Q2,2390,2390,-1,3064
Q2,2391,2391,1,2391
Q2,2392,2392,-1,2390
Q2,2393,2393,39,3306
Q2,2394,2394,-1,1331
Q2,2395,2395,-1,3321
Q2,2396,2396,-1,2432
Q2,2397,2397,50,3168
Q2,2398,2398,-1,3168
Q2,2399,2399,4,2410
Q2,2400,2400,-1,24
Q2,2401,2401,-1,3168
Q2,2402,2402,24,1331
Q2,2403,2403,-1,1331
Q2,2404,2404,-1,2399
Q2,2405,2405,-1,3325
Q2,2406,2406,18,3325
Q2,2407,2407,83,2425
Q2,2408,2408,-1,3248
Q2,2409,2409,-1,3314
Q2,2410,2410,13,3314
Q2,2411,2411,-1,3168
Q2,2412,2412,1,2412
Q2,2413,2413,-1,3327
Q2,2414,2414,-1,2412
Q2,2415,2415,10,3314
Q2,2416,2416,31,1830
Q2,2417,2417,-1,3327
Q2,2418,2418,-1,2587
Q2,2419,2419,-1,1821
Q2,2420,2420,-1,2399
Q2,2421,2421,-1,2199
Q2,2422,2422,-1,2399
Q2,2423,2423,-1,3340
Q2,2424,2424,-1,2425
Q2,2425,2425,1,2425
Q2,2426,2426,58,3340
Q2,2427,2427,3,2429
Q2,2428,2428,13,3344
Q2,2429,2429,2,2190
Q2,2430,2430,9,3344
Q2,2431,2431,-1,2425
Q2,2432,2432,17,3325
Q2,2433,2433,-1,20
Q2,2434,2434,8,913
Q2,2435,2435,100,2706
Q2,2436,2436,-1,3168
Q2,2437,2437,-1,1235
Q2,2438,2438,-1,3307
Q2,2439,2439,1,2439
Q2,2440,2440,-1,3410
Q2,2441,2441,26,1106
Q2,2442,2442,-1,1184
Q2,2443,2443,-1,1031
Q2,2444,2444,-1,800
Q2,2445,2445,-1,713
Q2,2446,2446,-1,1313
Q2,2447,2447,73,1313
Q2,2448,2448,16,439
Q2,2449,2449,-1,2190
Q2,2450,2450,-1,711
Q2,2451,2451,-1,3327
Q2,2452,2452,-1,3512
Q2,2453,2453,-1,3636
Q2,2454,2454,-1,3512
Q2,2455,2455,-1,3636
Q2,2456,2456,-1,3636
Q2,2457,2457,-1,3636
Q2,2458,2458,-1,3636
Q2,2459,2459,-1,3636
Q2,2460,2460,-1,3636
Q2,2461,2461,-1,2175
Q2,2462,2462,-1,1341
Q2,2463,2463,-1,2321
Q2,2464,2464,-1,24
Q2,2465,2465,-1,24
Q2,2466,2466,-1,24
Q2,2467,2467,-1,1625
Q2,2468,2468,59,1919
Q2,2469,2469,68,1031
Q2,2470,2470,-1,22
Q2,2471,2471,-1,1468
Q2,2472,2472,89,24
Q2,2473,2473,-1,159
Q2,2474,2474,-1,3636
Q2,2475,2475,-1,463
Q2,2476,2476,-1,1652
Q2,2477,2477,-1,3194
Q2,2478,2478,-1,1299
Q2,2479,2479,-1,3636
Q2,2480,2480,41,1031
Q2,2481,2481,-1,489
Q2,2482,2482,-1,1106
Q2,2483,2483,-1,2156
Q2,2484,2484,-1,2234
Q2,2485,2485,-1,1652
Q2,2486,2486,-1,3194
Q2,2487,2487,-1,1299
Q2,2488,2488,-1,489
Q2,2489,2489,96,1958
Q2,2490,2490,-1,159
Q2,2491,2491,-1,463
Q2,2492,2492,-1,2978
Q2,2493,2493,-1,2167
Q2,2494,2494,35,2167
Q2,2495,2495,-1,1704
Q2,2496,2496,-1,1399
Q2,2497,2497,-1,3239
Q2,2498,2498,-1,489
Q2,2499,2499,-1,2048
Q2,2500,2500,-1,489
Q2,2501,2501,-1,3239
Q2,2502,2502,-1,1945
Q2,2503,2503,-1,9
Q2,2504,2504,-1,1945
Q2,2505,2505,-1,2079
Q2,2506,2506,-1,1125
Q2,2507,2507,-1,24
Q2,2508,2508,-1,495
Q2,2509,2509,-1,3676
Q2,2510,2510,-1,3595
Q2,2511,2511,63,3595
Q2,2512,2512,-1,2977
Q2,2513,2513,-1,1633
Q2,2514,2514,96,3595
Q2,2515,2515,-1,3595
Q2,2516,2516,-1,24
Q2,2517,2517,-1,495
Q2,2518,2518,-1,1284
Q2,2519,2519,-1,3731
Q2,2520,2520,-1,2199
Q2,2521,2521,-1,2295
Q2,2522,2522,-1,2588
Q2,2523,2523,-1,3601
Q2,2524,2524,-1,3601
Q2,2525,2525,-1,3601
Q2,2526,2526,-1,218
Q2,2527,2527,-1,218
Q2,2528,2528,-1,1893
Q2,2529,2529,-1,3601
Q2,2530,2530,-1,86
Q2,2531,2531,-1,1309
Q2,2532,2532,1,2532
Q2,2533,2533,-1,1106
Q2,2534,2534,65,2058
Q2,2535,2535,-1,3596
Q2,2536,2536,-1,714
Q2,2537,2537,-1,3598
Q2,2538,2538,-1,1632
Q2,2539,2539,-1,3601
Q2,2540,2540,-1,3601
Q2,2541,2541,-1,713
Q2,2542,2542,-1,715
Q2,2543,2543,-1,715
Q2,2544,2544,-1,3239
Q2,2545,2545,-1,1945
Q2,2546,2546,-1,2648
Q2,2547,2547,3,1709
Q2,2548,2548,-1,1501
Q2,2549,2549,-1,1501
Q2,2550,2550,-1,914
Q2,2551,2551,-1,1105
Q2,2552,2552,58,1490
Q2,2553,2553,-1,3327
Q2,2554,2554,19,1309
Q2,2555,2555,57,1945
Q2,2556,2556,-1,244
Q2,2557,2557,43,2787
Q2,2558,2558,-1,2785
Q2,2559,2559,23,2575
Q2,2560,2560,-1,3097
Q2,2561,2561,-1,2237
Q2,2562,2562,-1,667
Q2,2563,2563,-1,2237
Q2,2564,2564,-1,2685
Q2,2565,2565,-1,3104
Q2,2566,2566,-1,30
Q2,2567,2567,-1,30
Q2,2568,2568,-1,24
Q2,2569,2569,63,20
Q2,2570,2570,-1,3676
Q2,2571,2571,6,3636
Q2,2572,2572,-1,1447
Q2,2573,2573,-1,3087
Q2,2574,2574,-1,495
Q2,2575,2575,3,1338
Q2,2576,2576,-1,2575
Q2,2577,2577,-1,711
Q2,2578,2578,-1,2083
Q2,2579,2579,48,1918
Q2,2580,2580,-1,1893
Q2,2581,2581,-1,2321
Q2,2582,2582,13,2903
Q2,2583,2583,-1,3235
Q2,2584,2584,20,2534
Q2,2585,2585,25,487
Q2,2586,2586,-1,2587
Q2,2587,2587,1,2587
Q2,2588,2588,-1,1919
Q2,2589,2589,5,1919
Q2,2590,2590,-1,1893
Q2,2591,2591,-1,1893
Q2,2592,2592,-1,777
Q2,2593,2593,58,1625
Q2,2594,2594,-1,1625
Q2,2595,2595,-1,1625
Q2,2596,2596,-1,1629
Q2,2597,2597,-1,1629
Q2,2598,2598,-1,1629
Q2,2599,2599,-1,1629
Q2,2600,2600,-1,2146
Q2,2601,2601,-1,2264
Q2,2602,2602,-1,3556
Q2,2603,2603,-1,481
Q2,2604,2604,-1,481
Q2,2605,2605,-1,2693
Q2,2606,2606,-1,1275
Q2,2607,2607,-1,463
Q2,2608,2608,-1,2080
Q2,2609,2609,-1,2510
Q2,2610,2610,-1,1752
Q2,2611,2611,20,1735
Q2,2612,2612,-1,3340
Q2,2613,2613,-1,3340
Q2,2614,2614,-1,2429
Q2,2615,2615,-1,2635
Q2,2616,2616,-1,3314
Q2,2617,2617,-1,2641
Q2,2618,2618,12,1735
Q2,2619,2619,1,2619
Q2,2620,2620,3,1719
Q2,2621,2621,-1,1735
Q2,2622,2622,-1,2635
Q2,2623,2623,-1,3314
Q2,2624,2624,-1,3172
Q2,2625,2625,-1,1735
Q2,2626,2626,-1,2175
Q2,2627,2627,-1,1331
Q2,2628,2628,6,88
Q2,2629,2629,-1,1758
Q2,2630,2630,-1,677
Q2,2631,2631,56,1741
Q2,2632,2632,36,2641
Q2,2633,2633,23,2641
Q2,2634,2634,18,2641
Q2,2635,2635,5,1741
Q2,2636,2636,47,1741
Q2,2637,2637,-1,2588
Q2,2638,2638,8,1741
Q2,2639,2639,10,2641
Q2,2640,2640,5,2641
Q2,2641,2641,2,1741
Q2,2642,2642,-1,1739
Q2,2643,2643,-1,1741
Q2,2644,2644,-1,1739
Q2,2645,2645,-1,1751
Q2,2646,2646,-1,1735
Q2,2647,2647,25,1748
Q2,2648,2648,77,2635
Q2,2649,2649,38,1739
Q2,2650,2650,10,2624
Q2,2651,2651,52,1386
Q2,2652,2652,-1,24
Q2,2653,2653,-1,24
Q2,2654,2654,-1,24
Q2,2655,2655,-1,24
Q2,2656,2656,-1,24
Q2,2657,2657,-1,3062
Q2,2658,2658,45,2639
Q2,2659,2659,67,1752
Q2,2660,2660,18,1739
Q2,2661,2661,62,2635
Q2,2662,2662,-1,1081
Q2,2663,2663,-1,1541
Q2,2664,2664,16,2665
Q2,2665,2665,6,2684
Q2,2666,2666,-1,2677
Q2,2667,2667,19,2665
Q2,2668,2668,12,2665
Q2,2669,2669,11,2665
Q2,2670,2670,-1,2676
Q2,2671,2671,17,2676
Q2,2672,2672,33,2676
Q2,2673,2673,-1,2675
Q2,2674,2674,77,2333
Q2,2675,2675,1,2675
Q2,2676,2676,2,2675
Q2,2677,2677,4,2675
Q2,2678,2678,1,2678
Q2,2679,2679,9,2675
Q2,2680,2680,7,2684
Q2,2681,2681,2,2684
Q2,2682,2682,70,2663
Q2,2683,2683,48,2677
Q2,2684,2684,8,2680
Q2,2685,2685,1,2685
Q2,2686,2686,55,2684
Q2,2687,2687,55,2681
Q2,2688,2688,-1,2676
Q2,2689,2689,-1,2681
Q2,2690,2690,1,2690
Q2,2691,2691,-1,1945
Q2,2692,2692,-1,2675
Q2,2693,2693,1,2693
Q2,2694,2694,-1,2663
Q2,2695,2695,-1,1406
Q2,2696,2696,-1,198
Q2,2697,2697,-1,2308
Q2,2698,2698,-1,1279
Q2,2699,2699,-1,2700
Q2,2700,2700,27,1384
Q2,2701,2701,-1,2588
Q2,2702,2702,38,1309
Q2,2703,2703,-1,2702
Q2,2704,2704,2,2706
Q2,2705,2705,-1,2980
Q2,2706,2706,1,2706
Q2,2707,2707,48,2706
Q2,2708,2708,9,2706
Q2,2709,2709,-1,1718
Q2,2710,2710,-1,2382
Q2,2711,2711,-1,2980
Q2,2712,2712,-1,3097
Q2,2713,2713,-1,3097
Q2,2714,2714,-1,2977
Q2,2715,2715,-1,3382
Q2,2716,2716,-1,2167
Q2,2717,2717,-1,2167
Q2,2718,2718,13,1379
Q2,2719,2719,-1,1379
Q2,2720,2720,-1,1379
Q2,2721,2721,-1,1379
Q2,2722,2722,-1,1465
Q2,2723,2723,-1,3382
Q2,2724,2724,-1,1106
Q2,2725,2725,1,2725
Q2,2726,2726,60,2725
Q2,2727,2727,5,2725
Q2,2728,2728,-1,713
Q2,2729,2729,-1,777
Q2,2730,2730,-1,777
Q2,2731,2731,-1,713
Q2,2732,2732,-1,713
Q2,2733,2733,-1,3598
Q2,2734,2734,-1,3598
Q2,2735,2735,-1,3525
Q2,2736,2736,-1,1474
Q2,2737,2737,-1,777
Q2,2738,2738,2,24
Q2,2739,2739,-1,1633
Q2,2740,2740,5,1945
Q2,2741,2741,4,1080
Q2,2742,2742,-1,1313
Q2,2743,2743,-1,3240
Q2,2744,2744,-1,1313
Q2,2745,2745,-1,1313
Q2,2746,2746,-1,257
Q2,2747,2747,-1,257
Q2,2748,2748,-1,932
Q2,2749,2749,-1,257
Q2,2750,2750,-1,257
Q2,2751,2751,-1,3239
Q2,2752,2752,-1,2903
Q2,2753,2753,-1,3050
Q2,2754,2754,-1,3000
Q2,2755,2755,-1,2761
Q2,2756,2756,-1,1184
Q2,2757,2757,-1,1184
Q2,2758,2758,-1,2903
Q2,2759,2759,-1,1175
Q2,2760,2760,-1,3239
Q2,2761,2761,-1,342
Q2,2762,2762,-1,3111
Q2,2763,2763,-1,2677
Q2,2764,2764,11,1184
Q2,2765,2765,-1,1752
Q2,2766,2766,-1,2652
Q2,2767,2767,-1,3297
Q2,2768,2768,-1,2652
Q2,2769,2769,-1,3096
Q2,2770,2770,-1,483
Q2,2771,2771,-1,3111
Q2,2772,2772,-1,2635
Q2,2773,2773,-1,3327
Q2,2774,2774,-1,3172
Q2,2775,2775,-1,3096
Q2,2776,2776,-1,649
Q2,2777,2777,-1,3056
Q2,2778,2778,9,3104
Q2,2779,2779,-1,713
Q2,2780,2780,-1,1893
Q2,2781,2781,-1,677
Q2,2782,2782,-1,1027
Q2,2783,2783,-1,30
Q2,2784,2784,-1,30
Q2,2785,2785,-1,1343
Q2,2786,2786,-1,30
Q2,2787,2787,-1,1436
Q2,2788,2788,-1,1343
Q2,2789,2789,-1,35
Q2,2790,2790,-1,1343
Q2,2791,2791,-1,30
Q2,2792,2792,73,492
Q2,2793,2793,1,2793
Q2,2794,2794,-1,3327
Q2,2795,2795,-1,64
Q2,2796,2796,-1,1524
Q2,2797,2797,-1,1524
Q2,2798,2798,26,3354
Q2,2799,2799,-1,2175
Q2,2800,2800,-1,1891
Q2,2801,2801,-1,1945
Q2,2802,2802,-1,1945
Q2,2803,2803,-1,3347
Q2,2804,2804,-1,2399
Q2,2805,2805,-1,2399
Q2,2806,2806,73,3096
Q2,2807,2807,50,3187
Q2,2808,2808,-1,1945
Q2,2809,2809,52,3168
Q2,2810,2810,-1,2532
Q2,2811,2811,-1,3168
Q2,2812,2812,-1,1379
Q2,2813,2813,-1,218
Q2,2814,2814,-1,2532
Q2,2815,2815,-1,1105
Q2,2816,2816,-1,2175
Q2,2817,2817,-1,3168
Q2,2818,2818,-1,3168
Q2,2819,2819,-1,2480
Q2,2820,2820,-1,3168
Q2,2821,2821,1,2821
Q2,2822,2822,70,3015
Q2,2823,2823,-1,2532
Q2,2824,2824,-1,1945
Q2,2825,2825,-1,3168
Q2,2826,2826,-1,1379
Q2,2827,2827,-1,1379
Q2,2828,2828,-1,3096
Q2,2829,2829,-1,1379
Q2,2830,2830,-1,1704
Q2,2831,2831,-1,1105
Q2,2832,2832,-1,2167
Q2,2833,2833,-1,2532
Q2,2834,2834,-1,1945
Q2,2835,2835,-1,1331
Q2,2836,2836,59,3168
Q2,2837,2837,-1,1379
Q2,2838,2838,-1,1490
Q2,2839,2839,-1,2444
Q2,2840,2840,-1,1704
Q2,2841,2841,-1,934
Q2,2842,2842,-1,1693
Q2,2843,2843,-1,2167
Q2,2844,2844,-1,1704
Q2,2845,2845,-1,2532
Q2,2846,2846,-1,3168
Q2,2847,2847,-1,24
Q2,2848,2848,-1,2892
Q2,2849,2849,-1,915
Q2,2850,2850,-1,24
Q2,2851,2851,-1,1106
Q2,2852,2852,-1,3355
Q2,2853,2853,-1,1253
Q2,2854,2854,-1,2875
Q2,2855,2855,-1,30
Q2,2856,2856,-1,1693
Q2,2857,2857,-1,2532
Q2,2858,2858,-1,3168
Q2,2859,2859,-1,3535
Q2,2860,2860,3,2861
Q2,2861,2861,24,1106
Q2,2862,2862,-1,1106
Q2,2863,2863,-1,3273
Q2,2864,2864,-1,2259
Q2,2865,2865,-1,24
Q2,2866,2866,-1,869
Q2,2867,2867,-1,1350
Q2,2868,2868,-1,2532
Q2,2869,2869,-1,1379
Q2,2870,2870,-1,1379
Q2,2871,2871,-1,2014
Q2,2872,2872,-1,2013
Q2,2873,2873,-1,1826
Q2,2874,2874,-1,1826
Q2,2875,2875,-1,713
Q2,2876,2876,-1,1379
Q2,2877,2877,-1,3416
Q2,2878,2878,-1,3416
Q2,2879,2879,-1,713
Q2,2880,2880,-1,713
Q2,2881,2881,-1,3374
Q2,2882,2882,-1,2569
Q2,2883,2883,-1,3168
Q2,2884,2884,-1,1633
Q2,2885,2885,-1,20
Q2,2886,2886,-1,3104
Q2,2887,2887,-1,1640
Q2,2888,2888,-1,2308
Q2,2889,2889,-1,483
Q2,2890,2890,-1,3104
Q2,2891,2891,-1,3104
Q2,2892,2892,38,1379
Q2,2893,2893,15,3239
Q2,2894,2894,33,204
Q2,2895,2895,-1,3038
Q2,2896,2896,-1,20
Q2,2897,2897,-1,3239
Q2,2898,2898,1,2898
Q2,2899,2899,-1,2761
Q2,2900,2900,37,3239
Q2,2901,2901,6,3240
Q2,2902,2902,8,3240
Q2,2903,2903,8,3232
Q2,2904,2904,5,3232
Q2,2905,2905,69,3000
Q2,2906,2906,-1,3062
Q2,2907,2907,81,3194
Q2,2908,2908,-1,1189
Q2,2909,2909,-1,2913
Q2,2910,2910,-1,3249
Q2,2911,2911,-1,24
Q2,2912,2912,2,3248
Q2,2913,2913,2,3249
Q2,2914,2914,56,3060
Q2,2915,2915,-1,2935
Q2,2916,2916,-1,1945
Q2,2917,2917,-1,1945
Q2,2918,2918,-1,3382
